captured_at,account,host,rth,symbol,underlying,expiry,tenor,strike,type,spot,bid,ask,bid_sz,ask_sz,mid,spread,spread_pct,moneyness,quote_t
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918C00230000,NVDA,2026-09-18,9dte,230.0,call,228.88,5.61,5.71,188.0,131.0,5.66,0.1,0.017668,1.0049,2026-09-03T19:50:09.493076392Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,SPY260918P00773000,SPY,2026-09-18,9dte,773.0,put,773.26,6.92,7.04,120.0,1.0,6.98,0.12,0.017192,0.9997,2026-09-03T19:50:08.819448372Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,TSLA260918P00350000,TSLA,2026-09-18,9dte,350.0,put,378.615,3.51,3.67,48.0,227.0,3.59,0.16,0.044568,0.9244,2026-09-03T19:50:09.134570941Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,SPY260918C00789000,SPY,2026-09-18,9dte,789.0,call,773.26,1.4,1.44,194.0,193.0,1.42,0.04,0.028169,1.0204,2026-09-03T19:50:09.403033615Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918P00230000,NVDA,2026-09-18,9dte,230.0,put,228.88,6.39,6.41,159.0,27.0,6.4,0.02,0.003125,1.0049,2026-09-03T19:50:09.124908243Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,SPY260918P00688000,SPY,2026-09-18,9dte,688.0,put,773.26,0.18,0.23,436.0,1005.0,0.205,0.05,0.243902,0.8897,2026-09-03T19:50:08.529371759Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918P00187500,NVDA,2026-09-18,9dte,187.5,put,228.88,0.24,0.27,577.0,2.0,0.255,0.03,0.117647,0.8192,2026-09-03T19:50:09.284962931Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,SPY260918P00673000,SPY,2026-09-18,9dte,673.0,put,773.26,0.13,0.14,488.0,430.0,0.135,0.01,0.074074,0.8703,2026-09-03T19:50:07.908075648Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,TSLA260918C00377500,TSLA,2026-09-18,9dte,377.5,call,378.615,13.98,14.58,135.0,21.0,14.28,0.6,0.042017,0.9971,2026-09-03T19:50:08.853478582Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918P00217500,NVDA,2026-09-18,9dte,217.5,put,228.88,1.97,2.029,422.0,73.0,1.9995,0.059,0.029507,0.9503,2026-09-03T19:50:08.527516306Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,SPY260918C00773000,SPY,2026-09-18,9dte,773.0,call,773.26,7.32,7.48,1.0,50.0,7.4,0.16,0.021622,0.9997,2026-09-03T19:50:09.128976363Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,TSLA260918P00345000,TSLA,2026-09-18,9dte,345.0,put,378.615,2.57,2.75,217.0,178.0,2.66,0.18,0.067669,0.9112,2026-09-03T19:50:09.047196419Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918P00207500,NVDA,2026-09-18,9dte,207.5,put,228.88,0.78,0.8,240.0,58.0,0.79,0.02,0.025316,0.9066,2026-09-03T19:50:08.601406998Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,SPY260918P00657000,SPY,2026-09-18,9dte,657.0,put,773.26,0.14,0.15,640.0,983.0,0.145,0.01,0.068966,0.8496,2026-09-03T19:50:08.528717669Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918P00202500,NVDA,2026-09-18,9dte,202.5,put,228.88,0.53,0.58,494.0,264.0,0.555,0.05,0.09009,0.8847,2026-09-03T19:50:08.527386454Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918P00200000,NVDA,2026-09-18,9dte,200.0,put,228.88,0.4,0.47,333.0,73.0,0.435,0.07,0.16092,0.8738,2026-09-03T19:50:09.528101588Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00605000,META,2026-09-18,9dte,605.0,put,612.14,12.69,13.06,84.0,91.0,12.875,0.37,0.028738,0.9883,2026-09-03T19:50:08.69959976Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918C00345000,AAPL,2026-09-18,9dte,345.0,call,328.015,1.43,1.58,396.0,525.0,1.505,0.15,0.099668,1.0518,2026-09-03T19:50:09.119872547Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00495000,MSFT,2026-09-18,9dte,495.0,put,510.5,3.6,3.92,268.0,362.0,3.76,0.32,0.085106,0.9696,2026-09-03T19:50:09.377964857Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00585000,META,2026-09-18,9dte,585.0,put,612.14,6.0,6.83,141.0,134.0,6.415,0.83,0.129384,0.9557,2026-09-03T19:50:08.64023874Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00610000,META,2026-09-18,9dte,610.0,put,612.14,15.25,15.53,37.0,67.0,15.39,0.28,0.018194,0.9965,2026-09-03T19:50:08.782670065Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00297500,AAPL,2026-09-18,9dte,297.5,put,328.015,0.42,0.48,494.0,566.0,0.45,0.06,0.133333,0.907,2026-09-03T19:50:09.277654061Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00545000,META,2026-09-18,9dte,545.0,put,612.14,0.97,1.13,126.0,239.0,1.05,0.16,0.152381,0.8903,2026-09-03T19:50:08.699349111Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00312500,AAPL,2026-09-18,9dte,312.5,put,328.015,1.6,1.77,768.0,397.0,1.685,0.17,0.10089,0.9527,2026-09-03T19:50:06.16444116Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918C00232500,NVDA,2026-09-18,9dte,232.5,call,228.88,4.35,4.54,163.0,914.0,4.445,0.19,0.042745,1.0158,2026-09-03T19:50:09.528203135Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00557500,META,2026-09-18,9dte,557.5,put,612.14,1.77,1.94,276.0,253.0,1.855,0.17,0.091644,0.9107,2026-09-03T19:50:09.492837247Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918C00335000,AAPL,2026-09-18,9dte,335.0,call,328.015,3.87,4.07,98.0,676.0,3.97,0.2,0.050378,1.0213,2026-09-03T19:50:08.414690176Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00465000,MSFT,2026-09-18,9dte,465.0,put,510.5,0.54,0.6,62.0,55.0,0.57,0.06,0.105263,0.9109,2026-09-03T19:50:07.428253471Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00480000,MSFT,2026-09-18,9dte,480.0,put,510.5,1.29,1.42,67.0,96.0,1.355,0.13,0.095941,0.9403,2026-09-03T19:50:06.364858894Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,NVDA260918C00240000,NVDA,2026-09-18,9dte,240.0,call,228.88,2.07,2.11,21.0,207.0,2.09,0.04,0.019139,1.0486,2026-09-03T19:50:09.103875782Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00322500,AAPL,2026-09-18,9dte,322.5,put,328.015,3.98,4.61,757.0,504.0,4.295,0.63,0.146682,0.9832,2026-09-03T19:50:08.87004179Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00455000,MSFT,2026-09-18,9dte,455.0,put,510.5,0.29,0.38,49.0,224.0,0.335,0.09,0.268657,0.8913,2026-09-03T19:50:09.370547068Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00420000,MSFT,2026-09-18,9dte,420.0,put,510.5,0.08,0.2,99.0,266.0,0.14,0.12,0.857143,0.8227,2026-09-03T19:50:09.222938429Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918C00510000,MSFT,2026-09-18,9dte,510.0,call,510.5,10.09,10.69,121.0,125.0,10.39,0.6,0.057748,0.999,2026-09-03T19:50:09.371749565Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918C00327500,AAPL,2026-09-18,9dte,327.5,call,328.015,7.13,7.35,235.0,389.0,7.24,0.22,0.030387,0.9984,2026-09-03T19:50:08.856278953Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00280000,AAPL,2026-09-18,9dte,280.0,put,328.015,0.14,0.21,17.0,273.0,0.175,0.07,0.4,0.8536,2026-09-03T19:50:06.291845099Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00575000,META,2026-09-18,9dte,575.0,put,612.14,3.83,4.32,245.0,227.0,4.075,0.49,0.120245,0.9393,2026-09-03T19:50:09.492657428Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00435000,MSFT,2026-09-18,9dte,435.0,put,510.5,0.17,0.2,62.0,409.0,0.185,0.03,0.162162,0.8521,2026-09-03T19:50:09.375833935Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00445000,MSFT,2026-09-18,9dte,445.0,put,510.5,0.21,0.23,3.0,375.0,0.22,0.02,0.090909,0.8717,2026-09-03T19:50:09.222938429Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00307500,AAPL,2026-09-18,9dte,307.5,put,328.015,0.96,1.14,476.0,505.0,1.05,0.18,0.171429,0.9375,2026-09-03T19:50:09.220993893Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00520000,META,2026-09-18,9dte,520.0,put,612.14,0.37,0.42,51.0,241.0,0.395,0.05,0.126582,0.8495,2026-09-03T19:50:08.699545382Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00565000,META,2026-09-18,9dte,565.0,put,612.14,2.59,2.8,102.0,308.0,2.695,0.21,0.077922,0.923,2026-09-03T19:50:09.485885436Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00317500,AAPL,2026-09-18,9dte,317.5,put,328.015,2.51,2.74,507.0,493.0,2.625,0.23,0.087619,0.9679,2026-09-03T19:50:08.165670822Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00472500,MSFT,2026-09-18,9dte,472.5,put,510.5,0.81,0.91,72.0,293.0,0.86,0.1,0.116279,0.9256,2026-09-03T19:50:09.379115868Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00502500,MSFT,2026-09-18,9dte,502.5,put,510.5,5.57,5.97,125.0,82.0,5.77,0.4,0.069324,0.9843,2026-09-03T19:50:08.544281446Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00532500,META,2026-09-18,9dte,532.5,put,612.14,0.53,0.66,256.0,229.0,0.595,0.13,0.218487,0.8699,2026-09-03T19:50:09.491299622Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918P00595000,META,2026-09-18,9dte,595.0,put,612.14,8.82,9.78,196.0,198.0,9.3,0.96,0.103226,0.972,2026-09-03T19:50:09.492478463Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918C00520000,MSFT,2026-09-18,9dte,520.0,call,510.5,5.82,5.94,62.0,10.0,5.88,0.12,0.020408,1.0186,2026-09-03T19:50:08.45420334Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918C00535000,MSFT,2026-09-18,9dte,535.0,call,510.5,2.18,2.41,345.0,176.0,2.295,0.23,0.100218,1.048,2026-09-03T19:50:09.374665101Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00302500,AAPL,2026-09-18,9dte,302.5,put,328.015,0.65,0.72,353.0,323.0,0.685,0.07,0.10219,0.9222,2026-09-03T19:50:07.150840879Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00285000,AAPL,2026-09-18,9dte,285.0,put,328.015,0.22,0.26,137.0,358.0,0.24,0.04,0.166667,0.8689,2026-09-03T19:50:09.164233433Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00292500,AAPL,2026-09-18,9dte,292.5,put,328.015,0.29,0.34,139.0,410.0,0.315,0.05,0.15873,0.8917,2026-09-03T19:50:08.453918657Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00327500,AAPL,2026-09-18,9dte,327.5,put,328.015,5.9,6.29,588.0,157.0,6.095,0.39,0.063987,0.9984,2026-09-03T19:50:09.552570589Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AAPL260918P00270000,AAPL,2026-09-18,9dte,270.0,put,328.015,0.07,0.12,136.0,385.0,0.095,0.05,0.526316,0.8231,2026-09-03T19:50:08.686683883Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00510000,MSFT,2026-09-18,9dte,510.0,put,510.5,8.84,9.63,90.0,351.0,9.235,0.79,0.085544,0.999,2026-09-03T19:50:09.218267213Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,MSFT260918P00487500,MSFT,2026-09-18,9dte,487.5,put,510.5,2.15,2.37,87.0,67.0,2.26,0.22,0.097345,0.9549,2026-09-03T19:50:07.12376692Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00089000,INTC,2026-09-18,9dte,89.0,put,91.665,2.59,2.83,571.0,375.0,2.71,0.24,0.088561,0.9709,2026-09-03T19:50:09.548593178Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00082000,INTC,2026-09-18,9dte,82.0,put,91.665,0.71,0.89,649.0,133.0,0.8,0.18,0.225,0.8946,2026-09-03T19:50:09.111026722Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00085000,INTC,2026-09-18,9dte,85.0,put,91.665,1.43,1.46,2.0,130.0,1.445,0.03,0.020761,0.9273,2026-09-03T19:50:09.11263416Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918C00625000,META,2026-09-18,9dte,625.0,call,612.14,11.39,11.72,2.0,234.0,11.555,0.33,0.028559,1.021,2026-09-03T19:50:09.195833546Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,META260918C00645000,META,2026-09-18,9dte,645.0,call,612.14,5.39,6.25,320.0,287.0,5.82,0.86,0.147766,1.0537,2026-09-03T19:50:09.49308273Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00083000,INTC,2026-09-18,9dte,83.0,put,91.665,0.88,1.07,697.0,189.0,0.975,0.19,0.194872,0.9055,2026-09-03T19:50:09.111026722Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00075000,INTC,2026-09-18,9dte,75.0,put,91.665,0.18,0.26,179.0,188.0,0.22,0.08,0.363636,0.8182,2026-09-03T19:50:09.427083308Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00086000,INTC,2026-09-18,9dte,86.0,put,91.665,1.48,1.81,597.0,6.0,1.645,0.33,0.200608,0.9382,2026-09-03T19:50:09.112905457Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AMZN260918C00272500,AMZN,2026-09-18,9dte,272.5,call,258.69,1.59,1.65,130.0,160.0,1.62,0.06,0.037037,1.0534,2026-09-03T19:50:08.914248507Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,GOOGL260918P00322500,GOOGL,2026-09-18,9dte,322.5,put,342.695,1.21,1.33,540.0,463.0,1.27,0.12,0.094488,0.9411,2026-09-03T19:50:07.90261342Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,GOOGL260918P00332500,GOOGL,2026-09-18,9dte,332.5,put,342.695,2.93,3.42,690.0,683.0,3.175,0.49,0.154331,0.9703,2026-09-03T19:50:09.575704253Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AMZN260918P00230000,AMZN,2026-09-18,9dte,230.0,put,258.69,0.28,0.29,335.0,421.0,0.285,0.01,0.035088,0.8891,2026-09-03T19:50:09.621300564Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918C00092000,INTC,2026-09-18,9dte,92.0,call,91.665,3.94,4.26,411.0,301.0,4.1,0.32,0.078049,1.0037,2026-09-03T19:50:09.113487169Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,GOOGL260918P00310000,GOOGL,2026-09-18,9dte,310.0,put,342.695,0.37,0.45,392.0,398.0,0.41,0.08,0.195122,0.9046,2026-09-03T19:50:08.928714217Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,GOOGL260918P00337500,GOOGL,2026-09-18,9dte,337.5,put,342.695,4.64,5.08,191.0,493.0,4.86,0.44,0.090535,0.9848,2026-09-03T19:50:09.104203462Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AMZN260918C00257500,AMZN,2026-09-18,9dte,257.5,call,258.69,6.68,6.98,280.0,472.0,6.83,0.3,0.043924,0.9954,2026-09-03T19:50:09.624478692Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,GOOGL260918P00327500,GOOGL,2026-09-18,9dte,327.5,put,342.695,1.66,2.13,120.0,553.0,1.895,0.47,0.248021,0.9557,2026-09-03T19:50:09.736719264Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,INTC260918P00090000,INTC,2026-09-18,9dte,90.0,put,91.665,3.06,3.34,113.0,685.0,3.2,0.28,0.0875,0.9818,2026-09-03T19:50:09.091192277Z
2026-09-03T19:50:09.496695+00:00,PA3BUA9MX72C,Jamies-MacBook-Pro.local,True,AMZN260918P00242500,AMZN,2026-09-18,9dte,242.5,put,258.69,0.99,1.1,154.0,141.0,1.045,0.11,0.105263,0.9374,2026-09-03T19:50:08.914478779Z
